date Tue Oct 10 11:55:30.514 am 2023
base hex  timestamps absolute
internal events logged
// version 17.2.0
// Measurement UUID: b6195880-c018-4321-bf6f-9a80bb3e8425
Begin TriggerBlock Tue Oct 10 11:55:30.514 am 2023
   0.000000 Start of measurement
  85.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  86.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  87.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  88.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  89.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  90.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  91.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  92.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  93.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  94.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
  95.000000 1   Statistic: D 0 R 0 XD 0 XR 0 E 0 O 0 B 0.00%
End TriggerBlock
